campaign_id,user_id,timestamp,device,ad_slot,ad_format,impression_id,click_id,click_position
76,5768,2025-07-19 17:07:40,Mobile,homepage,banner,475315,35,1
1,9099,2025-07-23 09:08:27,Tablet,video_pre_roll,banner,6933,36,3
88,9054,2025-08-04 09:16:34,Mobile,sidebar,banner,571399,37,2
80,15,2025-08-13 08:14:16,Mobile,video_pre_roll,banner,513372,38,3
3,5084,2025-07-30 21:17:47,Tablet,video_pre_roll,banner,16090,39,1
1,694,2025-08-30 06:08:09,Tablet,video_pre_roll,banner,2130,40,2
11,4303,2025-09-16 05:20:02,Mobile,homepage,banner,62700,41,1
88,5964,2025-08-08 07:11:23,Desktop,video_pre_roll,banner,576844,42,1
24,2207,2025-09-15 13:14:44,Desktop,video_pre_roll,banner,138477,43,2
16,3403,2025-08-08 18:30:58,Tablet,homepage,banner,89952,44,1
86,1260,2025-07-20 17:06:39,Mobile,sidebar,banner,563372,45,1
59,4098,2025-08-16 17:40:38,Desktop,video_pre_roll,banner,375095,46,1
14,5431,2025-07-17 14:29:25,Desktop,homepage,banner,76227,47,2
32,8466,2025-08-09 12:03:56,Mobile,homepage,banner,179443,48,1
76,9552,2025-07-16 21:37:00,Tablet,video_pre_roll,banner,477968,49,1
75,7980,2025-08-31 11:00:17,Mobile,homepage,banner,470443,50,3
83,2771,2025-08-20 09:32:06,Tablet,homepage,banner,535745,51,1
34,5876,2025-08-19 18:57:20,Mobile,homepage,banner,195250,52,1
75,1276,2025-08-19 11:48:23,Mobile,homepage,banner,467540,53,1
76,8442,2025-09-07 18:18:16,Desktop,sidebar,banner,483982,54,2
74,8866,2025-09-06 13:18:20,Tablet,video_pre_roll,banner,463209,55,1
44,9028,2025-08-09 08:48:53,Desktop,homepage,banner,263059,56,1
74,962,2025-09-08 01:55:07,Mobile,sidebar,banner,465441,57,1
3,7662,2025-08-19 19:31:56,Mobile,video_pre_roll,banner,19958,58,1
58,7094,2025-07-14 14:15:41,Mobile,video_pre_roll,banner,370502,59,1
61,1349,2025-09-02 13:48:24,Mobile,video_pre_roll,banner,387161,60,1
43,5491,2025-08-11 11:35:33,Tablet,video_pre_roll,banner,259232,61,1
3,1631,2025-07-10 20:50:43,Mobile,homepage,banner,13168,62,3
21,8755,2025-08-12 18:27:38,Mobile,sidebar,banner,112416,63,2
3,7385,2025-08-18 02:57:46,Desktop,homepage,banner,17065,64,3
83,7268,2025-08-21 04:18:59,Mobile,video_pre_roll,banner,536126,65,1
84,250,2025-07-27 09:07:55,Desktop,video_pre_roll,banner,540428,66,1
36,1120,2025-08-08 18:57:50,Tablet,homepage,banner,209446,67,1
21,1800,2025-08-28 11:34:56,Desktop,homepage,banner,115293,68,3
48,1515,2025-07-13 13:51:40,Desktop,homepage,banner,290297,69,1
34,2530,2025-07-17 04:48:59,Desktop,homepage,banner,200620,70,3
77,5804,2025-08-15 17:34:48,Tablet,homepage,banner,488501,71,1
11,3705,2025-08-26 03:18:43,Mobile,homepage,banner,65274,72,1
2,3555,2025-07-24 08:40:38,Tablet,video_pre_roll,banner,9351,73,1
54,4129,2025-08-09 18:20:28,Desktop,homepage,banner,338466,74,1
19,8212,2025-08-24 10:18:55,Desktop,sidebar,banner,105578,75,1
2,6926,2025-08-26 23:31:34,Tablet,homepage,banner,9658,76,1
19,6670,2025-09-12 05:28:30,Tablet,homepage,banner,104639,77,1
14,173,2025-07-15 10:17:29,Tablet,video_pre_roll,banner,78102,78,1
34,4672,2025-08-23 05:00:00,Tablet,homepage,banner,199070,79,1
31,181,2025-08-02 19:59:07,Desktop,homepage,banner,177798,80,2
88,3772,2025-07-22 03:11:19,Mobile,sidebar,banner,569643,81,1
88,2211,2025-07-14 09:53:25,Tablet,video_pre_roll,banner,569892,82,1
83,5603,2025-07-12 08:48:33,Mobile,video_pre_roll,banner,533115,83,1
9,7290,2025-07-15 16:39:33,Desktop,video_pre_roll,banner,55921,84,2
19,509,2025-09-13 11:18:59,Tablet,sidebar,banner,105789,85,1
36,937,2025-09-13 16:45:57,Tablet,video_pre_roll,banner,212899,86,3
81,8065,2025-08-22 02:27:25,Mobile,video_pre_roll,banner,520990,87,1
54,4784,2025-08-02 20:49:22,Tablet,homepage,banner,334382,88,1
16,6504,2025-08-07 13:44:42,Mobile,homepage,banner,88578,89,1
10,7524,2025-07-29 18:34:58,Mobile,sidebar,banner,59956,90,1
17,1380,2025-08-19 04:52:31,Mobile,video_pre_roll,banner,94738,91,1
10,2044,2025-08-19 23:49:56,Desktop,sidebar,banner,62159,92,1
6,1057,2025-08-31 16:11:37,Tablet,homepage,banner,37169,93,1
87,3751,2025-07-27 17:46:26,Mobile,video_pre_roll,banner,565128,94,1
16,4845,2025-07-13 23:30:43,Mobile,video_pre_roll,banner,90689,95,2
83,4523,2025-08-27 18:55:51,Mobile,sidebar,banner,536462,96,1
44,9340,2025-08-14 03:41:26,Mobile,homepage,banner,266007,97,1
64,8491,2025-08-20 20:47:29,Tablet,sidebar,banner,408994,98,3
92,5203,2025-08-15 02:42:07,Mobile,sidebar,banner,598180,99,1
70,9797,2025-08-27 23:38:50,Desktop,sidebar,banner,437930,100,1
51,2852,2025-09-06 05:40:05,Desktop,video_pre_roll,banner,318870,101,2
80,7505,2025-08-18 04:29:22,Desktop,homepage,banner,514618,102,1
28,9571,2025-07-26 12:08:33,Mobile,video_pre_roll,banner,159725,103,2
50,4799,2025-07-30 03:56:16,Tablet,video_pre_roll,banner,311060,104,1
91,8529,2025-07-16 06:12:42,Desktop,video_pre_roll,banner,591072,105,1
64,9069,2025-08-09 01:49:45,Tablet,sidebar,banner,407666,106,1
3,5392,2025-09-11 20:35:48,Tablet,homepage,banner,14130,107,1
18,4835,2025-08-08 08:53:26,Mobile,sidebar,banner,102245,108,1
10,8963,2025-09-25 18:11:47,Mobile,sidebar,banner,60591,109,1
76,8075,2025-07-18 08:09:48,Desktop,homepage,banner,478175,110,2
48,2617,2025-09-04 20:22:37,Desktop,sidebar,banner,290082,111,2
88,137,2025-08-09 11:29:37,Mobile,homepage,banner,573293,112,2
81,82,2025-07-23 09:07:38,Tablet,video_pre_roll,banner,520090,113,2
77,364,2025-07-18 20:09:30,Mobile,sidebar,banner,491417,114,1
36,2706,2025-09-02 03:52:37,Mobile,video_pre_roll,banner,214014,115,2
3,1050,2025-08-31 10:53:05,Mobile,video_pre_roll,banner,15915,116,1
21,1277,2025-08-25 17:56:57,Desktop,homepage,banner,112583,117,1
83,6541,2025-07-26 14:35:48,Desktop,homepage,banner,532096,118,2
64,3018,2025-08-22 06:30:15,Desktop,sidebar,banner,408616,119,1
58,24,2025-07-15 10:17:24,Desktop,sidebar,banner,367153,120,2
58,4488,2025-08-13 10:03:30,Tablet,sidebar,banner,363611,121,1
64,2249,2025-08-08 18:30:16,Mobile,sidebar,banner,408708,122,1
59,9125,2025-07-13 08:46:43,Mobile,homepage,banner,373970,123,1
86,4039,2025-07-27 02:16:20,Mobile,sidebar,banner,557897,124,1
77,5237,2025-08-06 18:45:51,Desktop,homepage,banner,490743,125,2
22,8116,2025-09-05 10:35:33,Desktop,sidebar,banner,125644,126,3
60,7410,2025-07-12 11:53:36,Mobile,homepage,banner,385228,127,1
88,1653,2025-08-12 23:13:04,Mobile,homepage,banner,572432,128,1
87,1498,2025-08-26 03:53:08,Tablet,video_pre_roll,banner,568051,129,1
59,6864,2025-07-13 01:19:13,Tablet,video_pre_roll,banner,373219,130,2
51,9992,2025-07-23 14:46:43,Desktop,video_pre_roll,banner,321204,131,1
24,439,2025-08-17 11:52:51,Mobile,homepage,banner,136622,132,3
83,315,2025-07-11 07:22:16,Desktop,homepage,banner,537305,133,1
76,3140,2025-09-06 06:25:35,Tablet,homepage,banner,478911,134,2
44,1664,2025-07-19 14:15:23,Mobile,video_pre_roll,banner,267393,135,1
36,235,2025-07-29 16:06:16,Mobile,video_pre_roll,banner,209940,136,1
4,8277,2025-07-30 23:11:20,Tablet,sidebar,banner,23434,137,1
22,111,2025-09-07 18:08:45,Mobile,video_pre_roll,banner,119267,138,2
20,5725,2025-08-01 12:50:09,Mobile,homepage,banner,110630,139,2
24,5866,2025-07-25 21:44:43,Tablet,sidebar,banner,133351,140,1
1,7696,2025-07-06 11:31:26,Desktop,video_pre_roll,banner,1568,141,1
64,6175,2025-07-30 13:01:31,Mobile,homepage,banner,405791,142,3
43,2528,2025-08-16 06:53:43,Tablet,video_pre_roll,banner,259322,143,3
6,7476,2025-08-09 23:00:09,Mobile,homepage,banner,38967,144,1
22,4633,2025-08-27 23:18:16,Desktop,homepage,banner,123185,145,1
61,9197,2025-08-11 04:50:01,Desktop,sidebar,banner,385598,146,1
80,6297,2025-08-14 00:07:26,Desktop,sidebar,banner,517543,147,2
36,6118,2025-07-12 20:28:30,Tablet,homepage,banner,207978,148,1
3,4051,2025-07-29 03:57:59,Desktop,video_pre_roll,banner,13273,149,1
54,1810,2025-08-23 17:32:20,Mobile,video_pre_roll,banner,338612,150,1
1,8281,2025-07-13 17:52:44,Mobile,homepage,banner,8018,151,1
7,8376,2025-07-25 15:57:57,Mobile,sidebar,banner,40672,152,1
88,2195,2025-07-15 00:14:23,Mobile,video_pre_roll,banner,578002,153,1
1,8703,2025-08-25 20:36:17,Tablet,homepage,banner,181,154,1
9,5976,2025-08-02 09:40:29,Tablet,video_pre_roll,banner,55025,155,2
91,3712,2025-07-22 07:32:29,Tablet,sidebar,banner,590835,156,3
20,5074,2025-08-05 11:38:10,Mobile,sidebar,banner,108216,157,1
22,3168,2025-09-11 20:18:07,Mobile,sidebar,banner,118932,158,1
22,1188,2025-08-18 18:02:23,Mobile,homepage,banner,117447,159,1
17,7316,2025-08-31 02:36:06,Desktop,video_pre_roll,banner,94957,160,2
36,3812,2025-07-04 06:30:22,Tablet,sidebar,banner,209609,161,2
64,2081,2025-08-05 15:11:15,Mobile,homepage,banner,403629,162,2
51,6437,2025-08-14 01:41:39,Tablet,sidebar,banner,322404,163,2
83,5413,2025-08-15 03:19:34,Tablet,sidebar,banner,537575,164,1
43,4524,2025-07-18 10:53:50,Mobile,sidebar,banner,259849,165,1
32,7969,2025-08-18 06:09:25,Mobile,homepage,banner,181725,166,1
73,3456,2025-08-29 13:29:58,Tablet,homepage,banner,453722,167,2
9,126,2025-08-05 09:09:34,Mobile,homepage,banner,53566,168,1
18,23,2025-07-09 21:08:22,Tablet,video_pre_roll,banner,99916,169,3
58,2764,2025-09-08 05:25:44,Mobile,homepage,banner,368895,170,2
7,3677,2025-07-19 08:07:22,Tablet,video_pre_roll,banner,40293,171,2
44,5116,2025-09-03 10:39:26,Tablet,sidebar,banner,265792,172,1
24,8253,2025-07-17 15:59:55,Mobile,video_pre_roll,banner,135872,173,1
30,6810,2025-07-07 21:00:54,Mobile,homepage,banner,168709,174,2
1,8475,2025-08-11 03:40:26,Mobile,sidebar,banner,2523,175,1
84,8642,2025-08-30 16:44:09,Mobile,video_pre_roll,banner,540880,176,1
54,5924,2025-08-07 04:48:02,Desktop,homepage,banner,339143,177,3
30,2361,2025-07-09 08:49:17,Tablet,video_pre_roll,banner,169226,178,2
58,6953,2025-08-01 11:51:48,Desktop,homepage,banner,367221,179,1
76,5370,2025-08-01 14:57:22,Tablet,sidebar,banner,482255,180,2
59,5106,2025-08-19 22:00:30,Mobile,video_pre_roll,banner,374514,181,1
77,9466,2025-07-21 13:48:06,Desktop,sidebar,banner,488105,182,1
43,7903,2025-08-11 16:11:24,Mobile,sidebar,banner,258742,183,1
91,9568,2025-08-31 16:28:48,Desktop,sidebar,banner,593330,184,2
40,4008,2025-08-11 13:13:04,Mobile,homepage,banner,238600,185,1
22,506,2025-09-03 21:24:24,Tablet,video_pre_roll,banner,120102,186,1
18,7948,2025-07-09 10:33:20,Mobile,homepage,banner,101318,187,1
77,6548,2025-08-20 15:50:49,Mobile,sidebar,banner,485418,188,3
64,4556,2025-07-25 21:30:53,Desktop,homepage,banner,406709,189,1
59,6038,2025-08-13 02:32:19,Mobile,video_pre_roll,banner,381309,190,1
9,1382,2025-08-09 00:55:33,Mobile,video_pre_roll,banner,55885,191,1
36,5051,2025-08-27 01:54:23,Mobile,sidebar,banner,209229,192,1
1,5902,2025-07-17 00:41:40,Desktop,video_pre_roll,banner,1173,193,1
16,3739,2025-07-26 17:30:46,Desktop,homepage,banner,89230,194,2
31,3768,2025-08-16 05:54:43,Tablet,video_pre_roll,banner,176494,195,1
84,990,2025-08-20 19:59:00,Tablet,homepage,banner,543433,196,3
77,3828,2025-07-27 09:15:25,Desktop,video_pre_roll,banner,491306,197,1
57,9486,2025-09-09 09:03:26,Desktop,video_pre_roll,banner,359034,198,1
76,1467,2025-08-28 10:29:15,Tablet,video_pre_roll,banner,479875,199,1
32,6000,2025-07-16 19:39:07,Desktop,homepage,banner,182414,200,1
22,5976,2025-07-08 12:01:18,Desktop,sidebar,banner,124254,201,3
10,9290,2025-08-15 04:56:07,Tablet,sidebar,banner,59245,202,2
22,8812,2025-07-29 16:42:25,Desktop,video_pre_roll,banner,125675,203,1
50,901,2025-08-20 19:29:11,Mobile,sidebar,banner,308141,204,1
84,3259,2025-07-24 12:24:59,Desktop,homepage,banner,543229,205,1
44,7088,2025-08-26 16:55:34,Desktop,sidebar,banner,265583,206,1
9,3938,2025-07-31 05:01:11,Mobile,video_pre_roll,banner,54158,207,2
17,1090,2025-07-16 11:48:45,Desktop,sidebar,banner,91074,208,2
16,1584,2025-08-24 23:57:30,Desktop,homepage,banner,90511,209,1
76,1423,2025-08-20 07:58:54,Tablet,homepage,banner,476434,210,1
44,9308,2025-08-01 03:40:26,Mobile,homepage,banner,264521,211,1
70,2418,2025-07-25 13:47:48,Mobile,video_pre_roll,banner,439641,212,3
50,744,2025-08-06 16:57:28,Mobile,video_pre_roll,banner,307712,213,1
3,2107,2025-08-15 10:23:32,Desktop,video_pre_roll,banner,13379,214,1
10,8111,2025-09-16 23:21:59,Mobile,sidebar,banner,61352,215,1
3,3483,2025-07-25 11:09:57,Mobile,homepage,banner,15817,216,1
10,1596,2025-09-04 07:47:27,Tablet,homepage,banner,59336,217,1
51,9284,2025-09-10 08:51:58,Tablet,video_pre_roll,banner,316530,218,2
6,2429,2025-07-05 08:44:20,Tablet,video_pre_roll,banner,39441,219,3
28,2736,2025-07-28 18:25:05,Mobile,video_pre_roll,banner,161123,220,1
11,3610,2025-09-04 15:54:38,Tablet,sidebar,banner,64841,221,1
75,5425,2025-07-07 18:11:41,Mobile,sidebar,banner,468461,222,1
14,1473,2025-07-10 16:17:30,Mobile,sidebar,banner,77719,223,2
57,9721,2025-08-16 11:29:44,Mobile,homepage,banner,358648,224,1
10,4761,2025-07-18 05:51:21,Desktop,video_pre_roll,banner,57610,225,2
76,9802,2025-08-30 04:51:11,Desktop,sidebar,banner,480148,226,2
51,3796,2025-07-18 15:29:35,Tablet,homepage,banner,317826,227,1
76,4298,2025-07-10 16:20:50,Mobile,sidebar,banner,478981,228,1
83,7760,2025-09-04 14:38:24,Tablet,video_pre_roll,banner,535080,229,2
9,7941,2025-08-02 12:48:22,Desktop,sidebar,banner,51388,230,1
44,5675,2025-08-12 07:42:09,Mobile,sidebar,banner,264152,231,1
51,2559,2025-09-14 21:36:40,Desktop,video_pre_roll,banner,317777,232,1
91,3418,2025-07-25 17:32:36,Mobile,sidebar,banner,592445,233,1
73,1099,2025-09-02 02:11:21,Mobile,video_pre_roll,banner,459009,234,2
76,9693,2025-08-31 13:22:47,Mobile,video_pre_roll,banner,475946,235,1
18,3861,2025-08-11 10:53:26,Desktop,homepage,banner,101390,236,1
44,841,2025-07-06 13:05:59,Tablet,sidebar,banner,261670,237,2
91,1713,2025-08-01 14:18:25,Desktop,homepage,banner,590398,238,1
7,6121,2025-07-20 20:53:08,Tablet,sidebar,banner,42332,239,2
84,3624,2025-08-24 03:00:56,Desktop,homepage,banner,541448,240,1
32,3711,2025-07-26 13:32:33,Desktop,video_pre_roll,banner,180912,241,1
31,5252,2025-08-07 12:35:20,Tablet,video_pre_roll,banner,176772,242,1
86,3769,2025-08-13 15:47:52,Tablet,video_pre_roll,banner,557976,243,3
70,6704,2025-08-20 23:44:15,Tablet,video_pre_roll,banner,439481,244,2
73,8328,2025-08-11 05:31:39,Mobile,homepage,banner,453814,245,1
34,7146,2025-07-25 22:04:59,Mobile,video_pre_roll,banner,199441,246,3
7,7543,2025-08-10 12:57:21,Desktop,homepage,banner,43004,247,2
20,7038,2025-08-05 03:35:58,Tablet,video_pre_roll,banner,109107,248,1
12,7590,2025-07-15 20:27:52,Desktop,homepage,banner,65886,249,1
10,8004,2025-09-19 22:20:16,Desktop,sidebar,banner,60148,250,1
2,4225,2025-07-10 13:29:09,Mobile,sidebar,banner,8882,251,1
91,5091,2025-08-27 06:54:37,Tablet,video_pre_roll,banner,591150,252,1
22,7602,2025-09-07 13:54:55,Mobile,video_pre_roll,banner,123571,253,1
10,6866,2025-08-19 03:43:18,Tablet,homepage,banner,58766,254,1
10,703,2025-09-06 05:17:55,Tablet,sidebar,banner,60226,255,1
88,3724,2025-07-28 03:49:03,Tablet,sidebar,banner,570004,256,1
52,1558,2025-08-16 00:04:47,Mobile,homepage,banner,323677,257,1
32,3163,2025-07-23 15:50:48,Mobile,sidebar,banner,185675,258,1
3,3115,2025-07-30 22:33:54,Mobile,homepage,banner,12945,259,1
88,335,2025-07-23 13:33:31,Desktop,video_pre_roll,banner,577922,260,3
80,5919,2025-07-27 22:18:48,Tablet,sidebar,banner,515966,261,1
83,9102,2025-09-06 17:27:38,Tablet,video_pre_roll,banner,530702,262,1
84,8755,2025-07-16 21:50:46,Desktop,video_pre_roll,banner,545597,263,1
80,6396,2025-08-01 05:41:45,Desktop,sidebar,banner,509588,264,1
43,8428,2025-07-13 22:49:19,Mobile,video_pre_roll,banner,258819,265,2
22,51,2025-07-09 08:26:02,Tablet,video_pre_roll,banner,125462,266,1
17,4179,2025-08-26 05:29:25,Mobile,homepage,banner,92919,267,1
64,3056,2025-07-24 21:41:59,Tablet,video_pre_roll,banner,408465,268,1
54,6392,2025-08-04 15:59:28,Desktop,homepage,banner,338719,269,1
57,567,2025-09-06 13:44:42,Desktop,homepage,banner,359614,270,1
80,2621,2025-07-25 08:08:57,Mobile,video_pre_roll,banner,512389,271,1
21,8853,2025-08-13 22:12:58,Mobile,video_pre_roll,banner,111999,272,1
34,1667,2025-08-20 11:56:31,Tablet,sidebar,banner,198205,273,2
84,414,2025-09-03 15:42:03,Tablet,homepage,banner,543986,274,1
30,3780,2025-07-08 21:04:31,Tablet,homepage,banner,169429,275,1
3,3114,2025-08-24 20:59:05,Desktop,video_pre_roll,banner,19025,276,1
64,5335,2025-08-01 22:51:28,Tablet,video_pre_roll,banner,403383,277,3
88,3636,2025-07-18 06:17:36,Desktop,homepage,banner,575203,278,1
1,4136,2025-08-18 09:43:58,Desktop,homepage,banner,509,279,1
36,7513,2025-07-31 18:46:26,Tablet,homepage,banner,211288,280,1
9,9288,2025-07-26 16:08:04,Mobile,sidebar,banner,52554,281,1
92,3759,2025-08-18 04:09:52,Desktop,sidebar,banner,596411,282,1
75,8233,2025-07-07 13:13:11,Tablet,video_pre_roll,banner,466018,283,3
54,5317,2025-08-21 06:07:22,Desktop,sidebar,banner,334738,284,1
75,4778,2025-07-29 19:04:34,Desktop,homepage,banner,467437,285,2
76,8417,2025-08-17 00:16:54,Desktop,homepage,banner,480941,286,1
58,2848,2025-09-08 20:19:39,Mobile,homepage,banner,370168,287,2
84,5365,2025-07-23 08:46:43,Tablet,video_pre_roll,banner,541050,288,1
40,6412,2025-08-16 11:53:50,Tablet,video_pre_roll,banner,239551,289,1
32,9772,2025-07-25 13:55:01,Desktop,homepage,banner,184937,290,3
30,8214,2025-08-15 00:10:11,Desktop,video_pre_roll,banner,167822,291,1
92,6436,2025-07-19 15:22:26,Mobile,homepage,banner,595160,292,3
36,5678,2025-08-01 17:10:13,Desktop,sidebar,banner,209545,293,1
4,1310,2025-08-03 03:05:03,Tablet,sidebar,banner,23226,294,3
59,4876,2025-07-30 20:02:09,Tablet,video_pre_roll,banner,378514,295,1
31,957,2025-07-30 06:42:59,Mobile,sidebar,banner,176122,296,2
52,9496,2025-08-06 23:07:36,Mobile,video_pre_roll,banner,324707,297,1
73,959,2025-07-22 02:18:16,Tablet,homepage,banner,458507,298,1
54,768,2025-07-29 08:43:56,Tablet,video_pre_roll,banner,336406,299,2
51,2107,2025-08-15 22:38:19,Mobile,sidebar,banner,316115,300,2
46,3263,2025-07-11 03:17:29,Desktop,video_pre_roll,banner,279867,301,1
22,831,2025-07-07 00:05:45,Tablet,homepage,banner,120616,302,1
31,8818,2025-08-24 04:17:49,Desktop,video_pre_roll,banner,173748,303,1
73,5605,2025-07-14 06:03:05,Mobile,video_pre_roll,banner,456166,304,1
92,4890,2025-08-03 00:20:10,Mobile,homepage,banner,594514,305,1
10,100,2025-08-28 22:24:31,Mobile,homepage,banner,61322,306,2
81,1258,2025-07-20 19:37:40,Desktop,homepage,banner,521419,307,1
48,742,2025-07-13 21:10:39,Mobile,video_pre_roll,banner,296157,308,1
44,2965,2025-08-01 16:38:02,Mobile,video_pre_roll,banner,265930,309,3
59,4202,2025-08-14 22:32:16,Mobile,video_pre_roll,banner,373871,310,1
34,3982,2025-07-29 16:00:53,Tablet,video_pre_roll,banner,195696,311,1
73,5132,2025-07-21 05:48:44,Tablet,video_pre_roll,banner,462594,312,2
73,996,2025-07-13 01:29:18,Mobile,homepage,banner,460623,313,2
11,8492,2025-07-14 10:30:38,Tablet,sidebar,banner,62961,314,2
50,7472,2025-08-02 11:50:52,Tablet,video_pre_roll,banner,313120,315,2
12,3207,2025-07-26 12:34:44,Tablet,homepage,banner,66810,316,1
32,3170,2025-07-26 08:32:31,Mobile,video_pre_roll,banner,181111,317,1
40,6196,2025-09-08 04:55:17,Desktop,sidebar,banner,240329,318,2
57,1177,2025-09-01 21:22:24,Mobile,video_pre_roll,banner,357467,319,1
54,8323,2025-07-31 05:06:57,Tablet,homepage,banner,336598,320,1
73,4697,2025-07-25 03:58:56,Mobile,homepage,banner,455043,321,2
18,6030,2025-07-14 05:29:06,Tablet,sidebar,banner,103017,322,2
12,6464,2025-08-15 14:56:41,Desktop,sidebar,banner,66954,323,1
75,8593,2025-08-22 09:31:06,Desktop,sidebar,banner,473041,324,3
6,7502,2025-08-23 08:34:12,Tablet,homepage,banner,39780,325,2
36,1709,2025-09-13 01:40:06,Desktop,video_pre_roll,banner,214849,326,3
44,2365,2025-07-10 08:01:38,Desktop,video_pre_roll,banner,262232,327,3
64,9906,2025-08-02 07:59:27,Mobile,homepage,banner,408478,328,1
75,692,2025-07-16 11:15:11,Tablet,homepage,banner,470078,329,2
91,3562,2025-07-26 11:44:09,Desktop,video_pre_roll,banner,591878,330,1
12,7130,2025-08-31 23:16:13,Mobile,video_pre_roll,banner,65802,331,2
88,6278,2025-07-28 09:27:17,Tablet,video_pre_roll,banner,575990,332,2
3,7318,2025-07-22 09:42:26,Mobile,homepage,banner,16330,333,1
59,8755,2025-08-15 22:07:28,Tablet,homepage,banner,374558,334,1
60,6199,2025-07-26 21:54:20,Tablet,sidebar,banner,383107,335,1
83,7802,2025-09-02 21:43:59,Tablet,homepage,banner,532687,336,2
76,4732,2025-07-23 12:23:33,Tablet,sidebar,banner,479310,337,2
31,3481,2025-07-25 04:37:37,Desktop,homepage,banner,177401,338,1
70,8547,2025-08-06 18:48:26,Desktop,sidebar,banner,439915,339,1
44,5575,2025-08-24 22:01:51,Desktop,sidebar,banner,267262,340,2
50,3688,2025-07-30 03:29:44,Tablet,sidebar,banner,305440,341,1
44,1748,2025-08-07 03:34:22,Desktop,homepage,banner,264245,342,1
10,7054,2025-09-21 17:32:24,Mobile,homepage,banner,57913,343,1
4,7697,2025-08-15 12:23:44,Tablet,homepage,banner,24787,344,3
44,3989,2025-07-29 12:49:20,Desktop,video_pre_roll,banner,264839,345,2
59,3381,2025-07-16 17:17:36,Tablet,sidebar,banner,377154,346,1
59,3612,2025-08-04 18:38:21,Mobile,sidebar,banner,379037,347,1
59,6064,2025-08-14 13:47:24,Desktop,homepage,banner,374635,348,1
6,6770,2025-08-10 14:13:05,Desktop,video_pre_roll,banner,37098,349,2
83,1330,2025-07-16 18:11:30,Desktop,video_pre_roll,banner,534699,350,1
57,4617,2025-08-30 05:36:16,Tablet,video_pre_roll,banner,358675,351,1
80,5336,2025-07-16 18:15:10,Mobile,sidebar,banner,511120,352,1
58,1211,2025-08-27 13:33:48,Desktop,homepage,banner,365078,353,3
76,4962,2025-07-07 01:25:54,Mobile,homepage,banner,478158,354,1
17,6896,2025-08-14 15:10:15,Desktop,homepage,banner,93048,355,1
1,4220,2025-07-07 11:26:26,Mobile,homepage,banner,7849,356,2
84,6679,2025-08-30 14:40:31,Tablet,video_pre_roll,banner,546243,357,3
76,4124,2025-07-24 07:36:01,Desktop,video_pre_roll,banner,481598,358,1
32,1828,2025-07-13 12:02:36,Desktop,video_pre_roll,banner,182322,359,1
50,1110,2025-07-04 21:57:23,Desktop,homepage,banner,311972,360,1
