user_id,region,device,subscription_tier,signup_date
88,EU,Mobile,Free,2025-03-29
89,APAC,Desktop,Basic,2024-08-13
90,US,Mobile,Free,2024-07-26
91,US,Mobile,Basic,2025-08-03
92,EU,Mobile,Basic,2024-11-27
93,EU,Mobile,Basic,2024-08-02
94,EU,Desktop,Free,2024-08-16
95,EU,Desktop,Basic,2024-12-30
96,US,Mobile,Basic,2023-12-22
97,EU,Mobile,Free,2024-12-19
98,US,Desktop,Basic,2024-01-25
99,US,Mobile,Premium,2025-04-06
100,US,Mobile,Free,2025-08-19
101,US,Tablet,Premium,2024-10-30
102,EU,Desktop,Free,2024-01-21
103,US,Tablet,Free,2025-01-10
104,EU,Mobile,Free,2024-08-17
105,APAC,Desktop,Basic,2024-12-02
106,US,Mobile,Free,2023-12-12
107,US,Mobile,Premium,2024-12-04
108,EU,Mobile,Premium,2024-10-30
109,US,Mobile,Basic,2024-03-19
110,US,Mobile,Free,2025-09-20
111,US,Mobile,Premium,2025-05-16
112,US,Mobile,Premium,2024-12-05
113,APAC,Desktop,Free,2025-07-08
114,APAC,Mobile,Basic,2024-12-31
115,EU,Mobile,Basic,2025-09-01
116,APAC,Mobile,Basic,2024-08-17
117,APAC,Mobile,Free,2025-09-27
118,US,Desktop,Free,2024-10-29
119,APAC,Mobile,Free,2024-03-15
120,EU,Desktop,Free,2024-01-03
121,APAC,Mobile,Basic,2024-04-29
122,APAC,Mobile,Premium,2023-10-16
123,US,Desktop,Premium,2024-04-23
124,US,Desktop,Basic,2023-11-19
125,US,Mobile,Basic,2024-12-02
126,US,Desktop,Free,2025-01-25
127,APAC,Mobile,Basic,2025-02-03
128,APAC,Desktop,Free,2024-08-03
129,US,Desktop,Free,2024-01-26
130,EU,Desktop,Basic,2024-03-29
131,US,Tablet,Free,2025-09-18
132,US,Mobile,Free,2024-02-01
133,US,Desktop,Premium,2023-12-25
134,US,Mobile,Free,2025-05-12
135,APAC,Mobile,Free,2024-08-29
136,US,Mobile,Free,2024-01-02
137,EU,Mobile,Free,2024-01-06
138,EU,Desktop,Free,2025-04-23
139,US,Mobile,Basic,2024-12-09
140,APAC,Mobile,Free,2025-07-25
141,APAC,Mobile,Premium,2023-10-14
142,US,Mobile,Free,2025-06-01
143,US,Tablet,Free,2023-10-22
144,US,Mobile,Basic,2025-08-20
145,US,Desktop,Basic,2025-09-15
146,US,Desktop,Basic,2024-02-18
147,EU,Desktop,Premium,2024-11-15
148,EU,Mobile,Free,2025-04-16
149,US,Desktop,Free,2024-08-23
150,US,Mobile,Premium,2025-08-02
151,APAC,Desktop,Free,2025-03-04
152,US,Mobile,Free,2025-05-23
153,US,Mobile,Free,2023-10-20
154,US,Mobile,Basic,2024-06-05
155,APAC,Desktop,Free,2024-10-31
156,US,Mobile,Free,2025-01-16
157,EU,Mobile,Free,2023-12-02
158,EU,Mobile,Basic,2024-05-31
159,US,Tablet,Free,2024-07-08
160,EU,Desktop,Free,2024-07-04
161,US,Mobile,Basic,2024-05-05
162,EU,Desktop,Premium,2025-06-06
163,EU,Mobile,Basic,2025-05-05
164,EU,Mobile,Basic,2025-05-28
165,US,Tablet,Free,2025-03-19
166,APAC,Mobile,Free,2025-08-19
167,US,Mobile,Free,2023-12-20
168,US,Mobile,Premium,2024-09-30
169,US,Mobile,Free,2025-04-21
170,EU,Mobile,Premium,2024-11-25
171,EU,Mobile,Premium,2025-06-01
172,US,Mobile,Free,2025-01-23
173,EU,Mobile,Free,2024-08-15
174,US,Mobile,Free,2024-08-26
175,EU,Mobile,Free,2025-07-05
176,US,Mobile,Free,2023-12-18
177,EU,Desktop,Premium,2024-04-06
178,US,Mobile,Free,2023-11-13
179,APAC,Desktop,Free,2024-08-23
180,US,Desktop,Free,2024-06-09
181,US,Desktop,Premium,2023-12-25
182,US,Mobile,Basic,2023-12-28
183,APAC,Mobile,Premium,2025-01-17
184,APAC,Mobile,Premium,2024-01-13
185,US,Desktop,Free,2024-06-30
186,EU,Mobile,Free,2025-06-04
187,APAC,Desktop,Free,2025-09-06
188,EU,Desktop,Free,2024-08-06
189,EU,Mobile,Basic,2025-02-04
190,US,Mobile,Free,2025-09-13
191,US,Desktop,Free,2024-11-03
192,APAC,Mobile,Basic,2025-08-17
193,APAC,Mobile,Basic,2025-01-05
194,EU,Desktop,Basic,2025-08-24
195,US,Mobile,Free,2025-06-26
196,US,Tablet,Premium,2025-05-20
197,EU,Desktop,Basic,2024-11-06
198,APAC,Desktop,Free,2025-09-30
199,APAC,Mobile,Basic,2024-11-24
200,EU,Mobile,Premium,2023-11-22
201,EU,Mobile,Free,2023-10-13
202,US,Mobile,Free,2024-10-30
203,US,Mobile,Free,2025-09-14
204,APAC,Mobile,Free,2024-01-31
205,EU,Mobile,Premium,2025-06-01
206,US,Mobile,Free,2023-10-17
207,US,Desktop,Basic,2025-07-27
208,EU,Mobile,Basic,2025-04-09
209,US,Mobile,Basic,2024-11-24
210,US,Desktop,Free,2024-05-18
211,EU,Tablet,Free,2024-03-24
212,EU,Mobile,Free,2025-05-09
213,EU,Mobile,Free,2024-07-03
214,US,Mobile,Free,2024-12-15
215,EU,Tablet,Premium,2024-09-30
216,US,Desktop,Free,2023-11-18
217,US,Desktop,Basic,2023-10-16
218,EU,Mobile,Free,2023-10-29
219,EU,Mobile,Basic,2024-04-29
220,APAC,Mobile,Premium,2024-08-26
221,EU,Desktop,Free,2025-01-12
222,EU,Desktop,Premium,2024-10-13
223,US,Tablet,Basic,2023-11-05
224,US,Mobile,Premium,2025-07-27
225,US,Mobile,Basic,2024-03-25
226,US,Mobile,Free,2025-01-16
227,APAC,Desktop,Free,2024-11-17
228,US,Desktop,Free,2025-02-12
229,APAC,Mobile,Basic,2024-08-04
230,EU,Mobile,Premium,2025-02-07
231,EU,Mobile,Basic,2024-04-17
232,EU,Mobile,Free,2024-08-14
233,EU,Desktop,Premium,2025-07-23
234,US,Mobile,Basic,2025-06-11
235,US,Desktop,Free,2025-07-26
236,EU,Mobile,Free,2025-04-30
237,US,Desktop,Free,2024-05-10
238,US,Mobile,Premium,2025-05-07
239,EU,Desktop,Premium,2024-04-10
240,US,Mobile,Free,2024-10-08
241,APAC,Mobile,Free,2025-03-04
242,APAC,Mobile,Basic,2024-08-14
243,APAC,Mobile,Premium,2024-03-26
244,US,Mobile,Basic,2023-12-15
245,US,Mobile,Basic,2023-10-18
246,APAC,Tablet,Free,2024-01-16
247,US,Mobile,Basic,2025-01-31
248,APAC,Desktop,Free,2025-05-31
249,APAC,Tablet,Premium,2024-01-29
250,APAC,Mobile,Free,2024-08-17
251,US,Desktop,Premium,2024-08-15
252,US,Mobile,Free,2024-07-16
253,APAC,Mobile,Premium,2025-05-18
254,US,Mobile,Free,2025-03-11
255,US,Tablet,Free,2024-09-25
256,EU,Mobile,Basic,2025-01-04
257,APAC,Mobile,Free,2024-04-25
258,EU,Mobile,Premium,2024-11-30
259,EU,Desktop,Basic,2025-04-14
260,US,Mobile,Basic,2025-09-25
261,EU,Desktop,Premium,2024-02-07
262,APAC,Desktop,Premium,2025-06-06
263,US,Desktop,Basic,2025-03-08
264,EU,Tablet,Premium,2024-12-20
265,APAC,Desktop,Free,2025-08-23
266,EU,Mobile,Free,2024-05-05
267,EU,Mobile,Basic,2025-04-14
268,EU,Mobile,Free,2024-11-02
269,US,Mobile,Free,2025-08-14
270,US,Mobile,Free,2025-06-23
271,APAC,Mobile,Free,2023-11-20
272,APAC,Mobile,Premium,2024-12-06
273,APAC,Tablet,Basic,2024-06-03
274,APAC,Mobile,Premium,2025-04-30
275,EU,Tablet,Basic,2025-09-16
276,EU,Mobile,Free,2024-03-03
277,EU,Desktop,Free,2025-05-14
278,EU,Desktop,Free,2025-05-24
279,EU,Mobile,Premium,2024-08-12
280,EU,Mobile,Free,2024-01-14
281,APAC,Mobile,Free,2024-07-01
282,US,Mobile,Premium,2024-03-23
283,US,Tablet,Basic,2023-11-01
284,US,Desktop,Free,2025-02-01
285,EU,Mobile,Free,2024-02-27
286,US,Mobile,Premium,2025-01-22
287,US,Mobile,Premium,2024-12-27
288,EU,Mobile,Free,2024-05-04
289,US,Desktop,Free,2024-05-06
290,EU,Mobile,Premium,2023-11-12
291,US,Mobile,Basic,2025-01-21
292,US,Mobile,Premium,2025-05-07
293,APAC,Mobile,Basic,2025-08-14
294,US,Desktop,Premium,2024-05-24
295,US,Mobile,Free,2024-11-10
296,EU,Tablet,Free,2024-12-12
297,EU,Desktop,Basic,2024-03-11
298,US,Mobile,Basic,2025-01-12
299,EU,Mobile,Premium,2024-11-09
300,US,Desktop,Free,2023-10-09
301,US,Tablet,Premium,2024-05-03
302,EU,Desktop,Free,2025-06-21
303,EU,Mobile,Basic,2024-11-17
304,EU,Tablet,Free,2023-10-16
305,EU,Mobile,Basic,2025-03-07
306,APAC,Desktop,Basic,2024-07-27
307,EU,Tablet,Free,2024-01-19
308,US,Mobile,Free,2024-06-12
309,EU,Tablet,Basic,2025-03-23
310,US,Mobile,Premium,2024-07-25
311,US,Tablet,Free,2024-03-29
312,US,Mobile,Free,2025-03-29
313,US,Tablet,Free,2024-10-03
314,APAC,Mobile,Premium,2024-12-06
315,APAC,Desktop,Free,2025-03-22
316,EU,Mobile,Free,2025-06-26
317,US,Mobile,Basic,2024-02-11
318,US,Mobile,Basic,2023-12-27
319,US,Desktop,Free,2023-12-01
320,US,Mobile,Premium,2025-06-27
321,EU,Mobile,Basic,2024-01-04
322,EU,Mobile,Basic,2024-04-20
323,EU,Tablet,Free,2025-06-06
324,US,Mobile,Premium,2023-12-24
325,APAC,Mobile,Free,2024-10-18
326,EU,Mobile,Free,2024-11-23
327,EU,Mobile,Free,2024-04-08
328,EU,Mobile,Basic,2025-04-18
329,US,Mobile,Basic,2025-05-07
330,US,Desktop,Basic,2025-02-20
331,US,Desktop,Free,2024-05-12
332,EU,Mobile,Basic,2024-09-25
333,US,Mobile,Basic,2024-04-01
334,US,Desktop,Free,2024-06-11
335,US,Mobile,Premium,2024-01-10
336,US,Desktop,Free,2024-06-30
337,APAC,Mobile,Basic,2024-01-01
338,EU,Mobile,Free,2025-05-28
339,US,Mobile,Basic,2025-07-06
340,US,Desktop,Premium,2024-08-26
341,US,Mobile,Premium,2024-06-18
342,US,Mobile,Free,2025-02-25
343,US,Mobile,Free,2023-12-29
344,US,Desktop,Free,2024-12-07
345,US,Tablet,Premium,2024-05-16
346,EU,Mobile,Basic,2024-08-09
347,EU,Mobile,Free,2025-10-02
348,US,Tablet,Free,2024-07-17
349,US,Mobile,Premium,2024-04-04
350,EU,Mobile,Basic,2025-08-03
351,EU,Mobile,Free,2025-08-28
352,APAC,Desktop,Free,2024-10-15
353,EU,Mobile,Free,2024-02-12
354,US,Desktop,Basic,2025-01-11
355,US,Mobile,Premium,2023-10-28
356,EU,Mobile,Premium,2024-05-10
357,US,Desktop,Free,2024-01-29
358,EU,Mobile,Premium,2025-04-05
359,APAC,Mobile,Free,2024-11-24
360,EU,Desktop,Free,2023-12-26
361,US,Desktop,Premium,2024-10-31
362,EU,Desktop,Free,2025-08-29
363,US,Tablet,Free,2024-01-01
364,EU,Desktop,Premium,2024-03-02
365,APAC,Mobile,Free,2024-09-02
366,US,Mobile,Basic,2025-07-01
367,APAC,Desktop,Premium,2023-10-29
368,APAC,Mobile,Basic,2023-11-10
369,US,Desktop,Free,2024-01-22
370,US,Desktop,Free,2025-08-12
371,US,Mobile,Free,2023-11-13
372,US,Tablet,Free,2025-06-28
373,US,Mobile,Basic,2024-11-06
374,EU,Mobile,Free,2024-04-26
375,US,Tablet,Free,2024-12-27
376,US,Mobile,Basic,2024-11-02
377,APAC,Mobile,Basic,2025-03-15
378,US,Mobile,Premium,2025-06-25
379,APAC,Desktop,Free,2025-01-25
380,US,Desktop,Premium,2024-03-27
381,US,Desktop,Basic,2024-06-04
382,EU,Desktop,Free,2024-04-15
383,EU,Mobile,Free,2023-11-15
384,APAC,Desktop,Free,2024-01-28
385,EU,Desktop,Basic,2025-04-05
386,APAC,Mobile,Free,2025-06-03
387,US,Mobile,Premium,2024-05-15
388,US,Tablet,Basic,2025-01-05
389,EU,Desktop,Premium,2025-03-13
390,APAC,Desktop,Free,2024-07-08
391,APAC,Desktop,Free,2024-02-14
392,US,Mobile,Free,2024-07-28
393,US,Desktop,Free,2024-10-01
394,EU,Mobile,Premium,2024-03-31
395,US,Mobile,Free,2025-05-17
396,APAC,Desktop,Free,2024-11-21
397,APAC,Mobile,Free,2024-08-09
398,US,Desktop,Free,2023-12-05
399,EU,Mobile,Premium,2024-04-13
400,EU,Mobile,Basic,2023-10-29
401,US,Mobile,Basic,2025-04-16
402,APAC,Mobile,Free,2024-12-17
403,EU,Mobile,Premium,2024-05-21
404,APAC,Mobile,Basic,2023-12-13
405,US,Tablet,Free,2025-01-18
406,APAC,Mobile,Free,2025-01-09
407,US,Mobile,Premium,2025-07-11
408,US,Mobile,Basic,2025-01-25
409,APAC,Desktop,Basic,2024-06-06
410,US,Mobile,Free,2024-02-29
411,US,Desktop,Free,2025-01-31
412,APAC,Desktop,Basic,2025-01-03
413,APAC,Mobile,Basic,2024-09-18
414,EU,Mobile,Basic,2025-04-25
415,EU,Tablet,Basic,2024-08-21
416,US,Desktop,Free,2025-09-14
417,US,Desktop,Basic,2025-01-22
418,US,Mobile,Premium,2024-11-06
419,EU,Mobile,Premium,2023-10-11
420,EU,Mobile,Free,2024-05-11
421,EU,Mobile,Free,2024-04-26
422,EU,Mobile,Premium,2024-07-12
423,US,Desktop,Basic,2025-04-05
424,US,Mobile,Basic,2024-01-22
425,US,Desktop,Premium,2024-04-16
426,EU,Desktop,Basic,2025-01-07
427,US,Mobile,Basic,2023-11-19
428,APAC,Desktop,Free,2023-11-25
429,US,Mobile,Free,2023-10-22
430,US,Desktop,Free,2024-02-14
431,US,Mobile,Premium,2024-07-29
432,EU,Mobile,Free,2024-12-07
433,EU,Desktop,Free,2024-06-20
434,US,Mobile,Premium,2024-04-15
435,US,Tablet,Basic,2024-11-29
436,EU,Mobile,Basic,2024-07-18
437,US,Mobile,Free,2024-07-09
438,APAC,Mobile,Premium,2024-08-01
439,EU,Mobile,Free,2025-02-02
440,US,Mobile,Free,2024-12-17
441,US,Desktop,Free,2025-02-03
442,APAC,Desktop,Free,2024-03-04
443,US,Desktop,Free,2025-07-27
444,US,Tablet,Basic,2025-03-19
445,APAC,Mobile,Free,2024-07-22
446,APAC,Desktop,Basic,2023-11-26
447,APAC,Mobile,Free,2024-04-24
448,EU,Desktop,Free,2024-04-15
449,US,Mobile,Basic,2025-03-28
450,US,Tablet,Premium,2024-08-30
451,EU,Desktop,Premium,2025-06-17
452,EU,Tablet,Premium,2024-01-24
453,US,Desktop,Basic,2025-03-27
454,APAC,Tablet,Basic,2025-10-04
455,US,Desktop,Basic,2024-01-15
456,US,Mobile,Basic,2025-05-24
457,US,Mobile,Free,2025-07-31
458,US,Mobile,Basic,2025-07-07
459,US,Mobile,Free,2024-11-18
460,US,Mobile,Free,2024-02-01
461,US,Mobile,Basic,2025-09-24
462,EU,Mobile,Free,2024-07-26
463,EU,Tablet,Free,2024-02-20
464,EU,Tablet,Free,2023-10-15
465,APAC,Mobile,Premium,2025-03-18
466,US,Mobile,Free,2024-08-07
467,US,Mobile,Free,2024-05-01
468,APAC,Mobile,Premium,2025-03-21
469,US,Desktop,Free,2024-01-06
470,APAC,Mobile,Free,2025-01-11
471,US,Mobile,Free,2025-07-31
472,APAC,Desktop,Free,2024-01-19
473,US,Desktop,Free,2023-12-08
474,APAC,Mobile,Free,2024-01-19
475,EU,Desktop,Free,2025-04-29
476,APAC,Mobile,Premium,2024-10-24
477,US,Mobile,Basic,2025-09-10
478,EU,Mobile,Basic,2025-06-12
479,APAC,Mobile,Free,2024-07-11
480,EU,Mobile,Free,2025-07-20
481,EU,Mobile,Premium,2024-02-29
482,EU,Desktop,Free,2024-03-17
483,US,Desktop,Premium,2024-03-07
484,EU,Mobile,Free,2025-04-01
485,EU,Mobile,Premium,2025-06-18
486,APAC,Desktop,Free,2025-02-11
487,US,Mobile,Free,2023-11-10
488,US,Tablet,Basic,2025-08-07
489,APAC,Desktop,Basic,2024-05-30
490,APAC,Mobile,Free,2025-05-16
491,US,Mobile,Premium,2025-05-10
492,EU,Mobile,Free,2024-02-03
493,US,Mobile,Free,2025-03-25
494,US,Mobile,Basic,2025-01-29
495,US,Desktop,Basic,2025-04-10
496,US,Mobile,Premium,2025-03-14
497,EU,Mobile,Free,2024-05-20
498,US,Mobile,Free,2024-02-04
499,APAC,Mobile,Basic,2023-10-08
500,APAC,Mobile,Free,2025-01-13
501,EU,Mobile,Free,2025-04-05
502,EU,Mobile,Free,2024-05-17
503,US,Desktop,Free,2024-11-20
504,APAC,Mobile,Free,2024-02-29
505,EU,Desktop,Free,2024-05-18
506,US,Mobile,Basic,2024-03-20
507,APAC,Mobile,Basic,2024-04-23
508,APAC,Mobile,Free,2025-02-28
509,APAC,Desktop,Free,2025-02-06
510,EU,Mobile,Free,2025-03-09
511,EU,Mobile,Free,2024-10-10
512,US,Mobile,Basic,2024-04-03
513,APAC,Mobile,Premium,2024-12-08
514,APAC,Mobile,Basic,2025-04-09
515,US,Desktop,Basic,2023-11-16
516,US,Mobile,Free,2023-11-15
517,US,Desktop,Free,2024-08-27
518,APAC,Mobile,Premium,2024-12-21
519,APAC,Desktop,Premium,2025-10-02
520,US,Desktop,Free,2024-04-15
521,EU,Mobile,Free,2025-02-10
522,US,Desktop,Basic,2024-11-05
523,APAC,Desktop,Free,2024-06-27
524,APAC,Mobile,Basic,2024-09-21
525,APAC,Mobile,Premium,2025-01-15
526,US,Desktop,Free,2024-12-27
527,US,Mobile,Premium,2025-04-22
528,US,Mobile,Premium,2025-07-29
529,US,Desktop,Premium,2025-09-12
530,APAC,Mobile,Free,2024-04-01
531,APAC,Desktop,Free,2024-04-10
532,APAC,Desktop,Basic,2023-11-15
533,APAC,Tablet,Free,2025-05-26
534,EU,Mobile,Free,2025-05-13
535,EU,Mobile,Free,2025-02-11
536,APAC,Mobile,Basic,2024-03-22
537,APAC,Mobile,Free,2024-05-28
538,US,Mobile,Free,2024-11-04
539,US,Mobile,Free,2023-12-13
540,US,Mobile,Basic,2024-01-03
541,APAC,Mobile,Basic,2024-08-02
542,EU,Desktop,Free,2025-04-19
543,US,Desktop,Premium,2025-02-17
544,EU,Desktop,Free,2025-07-16
545,EU,Tablet,Basic,2025-08-10
546,US,Mobile,Basic,2023-11-21
547,US,Tablet,Basic,2025-01-24
548,EU,Desktop,Free,2024-07-04
549,EU,Mobile,Premium,2024-12-11
550,EU,Mobile,Premium,2023-11-05
551,EU,Mobile,Basic,2024-02-03
552,APAC,Mobile,Free,2024-06-15
553,EU,Mobile,Free,2024-12-18
554,EU,Mobile,Basic,2025-02-10
555,APAC,Desktop,Free,2024-08-25
556,US,Mobile,Basic,2025-04-02
557,US,Mobile,Free,2025-03-10
558,US,Desktop,Basic,2025-03-30
559,EU,Mobile,Free,2025-10-02
560,EU,Tablet,Free,2024-09-18
561,EU,Mobile,Free,2025-03-19
562,US,Tablet,Free,2024-09-12
563,US,Mobile,Basic,2024-10-01
564,US,Mobile,Basic,2024-11-23
565,US,Mobile,Basic,2024-12-23
566,EU,Desktop,Basic,2025-01-01
567,US,Desktop,Basic,2023-12-13
568,US,Mobile,Free,2024-02-05
569,APAC,Tablet,Free,2024-02-24
570,US,Mobile,Free,2025-01-20
571,EU,Desktop,Basic,2025-03-26
572,EU,Desktop,Free,2023-11-18
573,US,Mobile,Free,2024-11-03
574,EU,Mobile,Basic,2024-08-12
575,APAC,Tablet,Premium,2023-10-17
576,APAC,Tablet,Basic,2023-12-31
577,US,Tablet,Basic,2025-07-04
578,APAC,Tablet,Basic,2024-03-17
579,US,Mobile,Free,2025-09-10
580,US,Desktop,Basic,2025-08-31
581,US,Mobile,Premium,2024-04-08
582,APAC,Tablet,Free,2024-09-03
583,US,Mobile,Free,2025-07-14
584,US,Mobile,Free,2024-11-27
585,EU,Mobile,Free,2023-11-21
586,US,Mobile,Premium,2024-03-10
587,US,Mobile,Free,2025-08-09
588,US,Desktop,Free,2025-03-30
589,US,Desktop,Premium,2024-12-04
590,US,Mobile,Basic,2025-02-24
591,US,Desktop,Basic,2025-06-10
592,EU,Desktop,Premium,2024-05-07
593,US,Mobile,Free,2024-09-17
594,US,Mobile,Basic,2024-01-09
595,APAC,Desktop,Free,2024-07-12
596,US,Desktop,Free,2023-12-29
597,EU,Mobile,Free,2025-01-29
598,US,Desktop,Free,2024-07-14
599,US,Mobile,Premium,2025-09-30
600,US,Mobile,Premium,2024-02-10
601,US,Mobile,Premium,2025-06-01
602,US,Mobile,Free,2025-06-11
603,US,Desktop,Premium,2025-04-22
604,US,Tablet,Basic,2024-06-23
605,US,Mobile,Free,2024-07-04
606,US,Mobile,Basic,2024-10-18
607,US,Desktop,Free,2024-06-12
608,US,Desktop,Free,2023-12-29
609,EU,Desktop,Premium,2025-08-22
610,EU,Desktop,Basic,2024-05-04
611,US,Mobile,Free,2025-05-19
612,EU,Desktop,Basic,2023-12-18
613,EU,Mobile,Premium,2025-01-25
614,US,Mobile,Basic,2025-01-10
615,APAC,Mobile,Free,2024-06-04
616,APAC,Mobile,Free,2025-03-25
617,US,Tablet,Free,2025-08-17
618,US,Desktop,Premium,2024-03-21
619,APAC,Mobile,Free,2025-08-06
620,EU,Mobile,Free,2023-10-30
621,US,Mobile,Free,2024-01-25
622,US,Mobile,Premium,2025-08-28
623,US,Desktop,Basic,2024-07-10
624,US,Tablet,Basic,2025-08-10
625,EU,Tablet,Free,2024-12-03
626,US,Desktop,Free,2024-05-26
627,US,Desktop,Premium,2025-04-19
628,EU,Mobile,Premium,2024-01-21
629,US,Mobile,Premium,2025-09-24
630,US,Mobile,Premium,2024-08-01
631,EU,Mobile,Premium,2024-07-21
632,APAC,Desktop,Basic,2024-03-11
633,EU,Mobile,Premium,2023-11-09
634,EU,Mobile,Basic,2023-11-26
635,US,Mobile,Free,2024-01-20
636,US,Tablet,Free,2025-08-07
637,EU,Mobile,Premium,2025-06-23
638,US,Desktop,Free,2025-08-12
639,US,Desktop,Premium,2025-07-31
640,US,Mobile,Free,2024-11-13
641,US,Mobile,Free,2025-07-15
642,US,Desktop,Free,2025-01-03
643,US,Mobile,Free,2024-03-12
644,US,Tablet,Free,2024-01-02
645,US,Mobile,Free,2025-06-17
646,APAC,Mobile,Premium,2025-10-01
647,EU,Desktop,Free,2024-03-04
648,EU,Desktop,Free,2024-12-21
649,EU,Tablet,Free,2025-09-12
650,US,Desktop,Basic,2024-07-06
651,US,Tablet,Basic,2024-09-25
652,EU,Desktop,Basic,2024-12-13
653,EU,Desktop,Free,2024-03-04
654,EU,Mobile,Free,2025-01-29
655,US,Mobile,Basic,2024-09-22
656,US,Tablet,Premium,2023-12-11
657,US,Mobile,Free,2025-04-19
658,US,Mobile,Free,2025-09-07
659,EU,Mobile,Free,2025-05-16
660,EU,Mobile,Free,2025-07-24
661,US,Mobile,Basic,2024-10-12
662,APAC,Mobile,Basic,2023-12-10
663,EU,Desktop,Free,2024-06-17
664,US,Mobile,Free,2025-09-18
665,US,Mobile,Premium,2025-05-18
666,US,Mobile,Premium,2024-01-23
667,US,Mobile,Premium,2024-05-07
668,US,Mobile,Free,2024-03-27
669,US,Desktop,Basic,2024-06-22
670,US,Mobile,Free,2024-12-25
671,US,Tablet,Free,2024-01-10
672,APAC,Mobile,Free,2024-11-25
673,US,Mobile,Basic,2025-04-03
674,EU,Mobile,Free,2025-04-06
675,US,Mobile,Premium,2024-09-19
676,APAC,Desktop,Free,2023-12-24
677,US,Desktop,Free,2025-06-27
678,US,Desktop,Free,2024-05-10
679,APAC,Mobile,Free,2025-05-07
680,APAC,Mobile,Free,2024-04-30
681,APAC,Mobile,Free,2023-10-28
682,US,Tablet,Free,2024-12-24
683,US,Mobile,Free,2023-10-17
684,EU,Desktop,Basic,2025-09-06
685,APAC,Mobile,Free,2025-02-11
686,EU,Mobile,Basic,2025-07-10
687,EU,Mobile,Basic,2025-05-25
688,US,Mobile,Free,2024-11-22
689,EU,Desktop,Premium,2024-04-02
690,US,Mobile,Basic,2025-04-05
