campaign_id,user_id,timestamp,device,ad_slot,ad_format,impression_id,click_id,click_position,region,conversion_id,order_id,product_category,revenue
88,3636,2025-07-18 06:17:36,Desktop,homepage,banner,575203,278,1,US,28,984c2d50-a8c7-4f99-bf04-0888e78820da,electronics,4087.5
38,7691,2025-09-22 15:44:51,Tablet,homepage,carousel,228357,6340,1,US,29,146e6db4-4f5e-4cce-8202-73fa0d7a2641,electronics,1468.03
69,2534,2025-07-08 23:18:32,Tablet,video_pre_roll,carousel,436462,3223,1,US,30,ecc1f5c8-9d4b-414d-975e-2ff0f4a16597,home_goods,482.21
29,9019,2025-09-16 02:13:49,Mobile,homepage,carousel,165112,7103,3,US,31,f46d686e-0c95-4281-8e5b-a643e969ab1f,subscription,1415.08
51,3222,2025-08-16 18:54:46,Tablet,sidebar,banner,319870,2434,3,US,32,b75cdbc4-928e-4f5f-9f0f-cbbccb9ffee8,subscription,1431.98
32,3383,2025-07-15 15:36:17,Desktop,sidebar,banner,181656,792,1,US,33,7164dff3-d99c-49d7-bfcb-2685f9deaff9,clothing,650.08
94,3597,2025-07-09 16:52:51,Desktop,video_pre_roll,carousel,608331,7003,1,US,34,7c7db1a3-49df-429c-89be-a5a20aa182e7,clothing,940.76
53,6917,2025-08-02 14:49:52,Mobile,homepage,carousel,331076,2678,1,US,35,4167a4a9-3fae-44fc-a7a1-3d92ee40c301,clothing,475.45
97,3960,2025-08-06 06:45:11,Mobile,homepage,video,629493,6950,1,US,36,f3209186-1c31-450e-ae91-0566e92bd0ab,clothing,831.47
83,9603,2025-07-11 02:03:52,Desktop,homepage,banner,536675,10528,1,US,37,88130150-4600-478d-9fd2-295ffb983103,subscription,661.35
97,2391,2025-07-29 17:59:16,Tablet,sidebar,video,630685,10378,2,US,38,82997826-2c94-4808-b491-ca52eb616ad7,electronics,3370.95
65,2589,2025-07-20 01:21:51,Tablet,homepage,video,410465,2693,1,US,39,19cb4cc6-5f52-41dc-b840-02afd5c80d3c,electronics,2604.82
85,3872,2025-08-15 02:42:18,Desktop,homepage,video,553538,5846,1,US,40,dbe64c5d-4db4-4361-951a-70d8da54ccd2,clothing,1301.28
31,3768,2025-08-16 05:54:43,Tablet,video_pre_roll,banner,176494,195,1,US,41,bffe1a7c-5f17-46f3-9b9c-b55108d91ffd,clothing,466.43
96,6910,2025-08-02 11:57:37,Mobile,video_pre_roll,carousel,618759,4978,2,US,42,dfd50971-47e0-41da-b588-ca84efab2a0e,home_goods,672.61
37,2825,2025-08-07 11:47:24,Mobile,video_pre_roll,carousel,216899,3759,1,US,43,45100277-28de-48fb-8f2f-dc3c043e8957,home_goods,743.59
78,1050,2025-08-01 17:01:35,Desktop,video_pre_roll,video,497339,8708,3,US,44,9d648824-a9af-41e5-a4e3-59b50852b46e,clothing,1226.93
13,6718,2025-09-09 19:06:20,Mobile,video_pre_roll,video,71067,11145,3,US,45,f3589250-5c35-43d7-908b-2a33e3900ec0,clothing,614.03
31,8064,2025-08-10 08:34:05,Desktop,homepage,banner,174065,5272,1,US,46,828d2633-99e5-45b3-95f8-83c70c7bd5c0,books,383.06
26,3581,2025-08-29 06:53:12,Tablet,video_pre_roll,carousel,147060,1211,1,US,47,b0a62f2a-7691-4b89-902b-0e1ca0b0efa9,home_goods,565.58
23,1977,2025-07-25 12:05:43,Tablet,sidebar,video,127456,5533,1,US,48,e53af0e5-378d-43c7-91b0-6d5e336c4a16,electronics,2476.38
23,4595,2025-07-28 21:55:13,Mobile,homepage,video,127425,11984,1,US,49,afa5fc2f-66cd-4abe-b686-194e74375170,electronics,4912.21
82,2729,2025-07-25 05:40:33,Desktop,sidebar,video,525877,8043,2,US,50,afc7cf4c-c04d-4799-bee1-bf112955cea9,electronics,3505.02
93,4022,2025-07-25 10:42:41,Tablet,sidebar,video,599468,574,1,US,51,f4f635b3-8578-4fcb-85a6-96fe8649989c,subscription,1652.8
44,7984,2025-07-19 06:49:45,Desktop,sidebar,banner,262154,4938,1,US,52,a553490d-d100-4e47-b399-364ebb90c8eb,clothing,1240.45
62,9756,2025-09-05 08:47:08,Desktop,homepage,video,394267,2276,1,US,53,eae7e8c1-620c-4fee-8942-6b632897a43b,clothing,1047.79
47,4306,2025-08-23 01:30:31,Desktop,video_pre_roll,video,283708,11639,1,US,54,9ce6d4e8-c5c0-4d81-af9f-093c5d0277ef,home_goods,750.35
62,6903,2025-08-23 03:50:03,Mobile,sidebar,video,392286,2049,2,US,55,21e4f8c8-494b-401a-b881-6d309f1c7fa8,home_goods,485.59
15,3389,2025-08-21 06:58:04,Mobile,homepage,video,85759,3754,1,US,56,2f4b7ae7-1f2a-41f8-8440-71360587d76a,clothing,939.63
24,9658,2025-09-14 05:01:24,Mobile,video_pre_roll,banner,138431,8641,1,US,57,e828f5a7-97d4-4b17-9d58-d9d7bef7a571,electronics,4301.56
91,152,2025-09-13 11:37:15,Desktop,video_pre_roll,banner,589140,9136,3,US,58,e886656f-6101-472c-bd07-96575a4d3188,home_goods,614.03
47,5725,2025-08-24 05:26:26,Tablet,video_pre_roll,video,289299,7072,1,US,59,c1703e9b-ad01-4beb-802a-870388dc8a23,clothing,716.55
85,7458,2025-08-17 05:06:15,Tablet,homepage,video,551004,8602,1,US,60,c3bee18b-f732-4698-be39-1931b9aac710,home_goods,548.68
54,330,2025-07-19 19:23:50,Mobile,video_pre_roll,banner,336994,5676,1,US,61,963f69ad-6b89-4373-9c76-b95170afd922,electronics,4801.8
27,9621,2025-08-04 17:28:27,Mobile,sidebar,video,155428,1140,1,US,62,58e59d9b-d551-47f7-9be1-b0f46dcf826e,books,156.6
21,1112,2025-07-01 23:59:22,Mobile,video_pre_roll,banner,111882,7668,2,US,63,a5775453-fb7e-4b59-b829-abc6610504f9,clothing,821.33
56,1720,2025-09-08 16:26:53,Mobile,sidebar,video,352616,7020,1,US,64,aad587fc-e946-4dad-82f4-4d371acfb0cb,electronics,3592.9
31,6073,2025-07-26 22:03:48,Tablet,sidebar,banner,172629,3837,2,US,65,526e7e29-ffcc-4018-9c9d-dc1ed8baf4db,clothing,704.16
13,8774,2025-08-12 19:52:06,Desktop,sidebar,video,69325,1821,1,US,66,53ec7bb8-2939-4c8c-b0e5-9e376f59dfd1,home_goods,721.06
63,3246,2025-07-22 05:39:19,Mobile,sidebar,carousel,398625,2772,2,US,67,6c53533c-1fed-4b19-8153-20994f13cd0e,clothing,519.39
65,9398,2025-08-09 11:55:21,Desktop,homepage,video,411076,900,2,US,68,eb9df2d3-d979-4cf9-8f1f-a9e3ec757a23,electronics,3009.29
11,9588,2025-08-08 00:04:16,Mobile,homepage,banner,64744,4867,1,US,69,3a1788a8-b601-4854-9b67-3010ce359cbd,subscription,802.18
63,8789,2025-07-06 02:46:49,Mobile,video_pre_roll,carousel,398144,776,1,US,70,a7d981d6-1358-427c-bcc1-7e16634b01f9,home_goods,606.14
72,1375,2025-07-22 16:40:11,Desktop,video_pre_roll,carousel,446475,2302,2,US,71,e5d2c085-ba3b-4ebe-b1b3-53b10c7d9887,electronics,3792.32
92,6173,2025-07-22 18:13:02,Mobile,sidebar,banner,595767,5491,1,US,72,725e544e-d344-45a8-8aaa-cae47010c64a,electronics,3863.29
88,369,2025-07-21 06:07:11,Mobile,sidebar,banner,571397,3562,1,US,73,41001b11-38fb-490f-87ed-742bc28fcf94,electronics,3292.08
85,4826,2025-07-20 03:14:34,Tablet,homepage,video,552386,3153,1,US,74,2a27b35a-5585-4364-8ac1-6b652cce5a03,electronics,2811.0
80,2654,2025-07-26 15:36:55,Mobile,video_pre_roll,banner,511613,1844,1,US,75,9c720f83-99fe-4672-9eb9-330da032bb45,electronics,3608.67
96,3820,2025-07-14 23:53:27,Desktop,sidebar,carousel,620652,3976,1,US,76,5a4ad705-a43a-4207-9135-f02db8de4354,clothing,1013.99
49,1705,2025-07-21 06:44:01,Mobile,video_pre_roll,video,299887,11025,1,US,77,11e871c8-7333-4eb1-8798-ddb20cabc8b5,subscription,532.91
57,8774,2025-09-13 04:19:21,Tablet,video_pre_roll,banner,358085,5124,2,US,78,226ff3c1-6917-4c99-b0ba-2beba1865450,subscription,890.06
1,9389,2025-07-05 15:21:24,Tablet,video_pre_roll,banner,6659,4175,2,US,79,6ab1f596-8b1e-4981-8021-618447c43313,subscription,816.82
1,3873,2025-07-09 08:17:18,Mobile,homepage,banner,6706,8186,1,US,80,d8272aeb-9ad5-4d32-a968-d643c57d9f8f,electronics,3915.12
82,2272,2025-08-02 21:24:22,Mobile,video_pre_roll,video,530514,11079,1,US,81,a7ca40e9-bd86-4e6d-b15f-6cd2738f7712,subscription,1342.97
68,373,2025-07-25 06:13:55,Tablet,sidebar,carousel,427519,3670,1,US,82,8b9120a7-d6de-44c7-9161-098354318ba4,subscription,384.19
74,6798,2025-08-26 11:28:19,Desktop,video_pre_roll,banner,465316,4612,1,US,83,140636dd-d26f-4268-beec-6b87a48075b6,home_goods,865.27
7,7369,2025-08-10 17:44:13,Tablet,homepage,banner,45981,5905,2,US,84,6c3e0336-17e7-437d-a54c-be1d54736a09,clothing,281.66
51,6686,2025-09-15 16:36:03,Mobile,homepage,banner,316988,8844,2,US,85,a97fa8b0-71e1-453a-b3b9-33869fd7c4ac,electronics,5358.36
85,11,2025-08-17 16:20:20,Desktop,homepage,video,548091,188,2,US,86,3762f5b4-f16e-4652-aef5-cfcbb41588b2,subscription,1262.98
47,3581,2025-07-15 01:36:59,Desktop,sidebar,video,288717,4586,1,US,87,cc1e9338-e59a-468f-b5c9-f260aff4f0ba,electronics,4671.11
85,3789,2025-07-10 08:31:46,Tablet,video_pre_roll,video,548457,6367,3,US,88,9038d061-1307-4bd8-9924-9feed36a9ee3,books,316.59
94,5955,2025-07-05 12:29:05,Tablet,sidebar,carousel,605958,3460,1,US,89,dfae9f87-7e7e-4ffd-8e26-04999a89aa60,subscription,668.11
51,6486,2025-09-03 21:02:11,Desktop,video_pre_roll,banner,321687,9579,3,US,90,773ca54e-9e0c-4e9c-b318-f0c6233d4c5e,home_goods,860.76
72,2377,2025-07-17 17:48:16,Mobile,sidebar,carousel,447188,7203,1,US,91,1f7477bb-c1ef-4c21-a54e-144f7759789d,subscription,867.52
84,1375,2025-07-25 23:31:18,Mobile,video_pre_roll,banner,541651,10152,1,US,92,06eb6562-5542-4b7a-b957-b51a2381ee83,electronics,975.68
65,8084,2025-08-11 08:35:36,Mobile,homepage,video,409051,2304,1,US,93,c4698ae2-6c85-423d-98a7-88af06f6313a,clothing,873.16
85,5910,2025-07-12 21:20:10,Tablet,video_pre_roll,video,547620,10362,2,US,94,bcdd3662-4f4c-4ef0-8da1-4397dab978ee,subscription,1424.09
60,4332,2025-08-31 04:58:52,Mobile,video_pre_roll,banner,381956,453,3,US,95,9e6ec998-a0ee-4eb8-8715-9ded18458212,electronics,4080.74
15,491,2025-07-04 01:19:42,Mobile,video_pre_roll,video,84224,3442,1,US,96,f5976516-7bf8-4299-a41e-1d5939da35db,subscription,417.99
82,6405,2025-08-06 19:38:02,Mobile,sidebar,video,526133,607,2,US,97,f65fd367-615e-434c-9913-cb8ebfedaf57,home_goods,481.08
79,8413,2025-07-29 05:04:09,Desktop,sidebar,video,505614,912,1,US,98,33458d1f-80d1-4c78-89fc-2faaeb0fa7f3,electronics,1182.99
85,1902,2025-08-28 11:10:15,Mobile,homepage,video,555446,6181,1,US,99,ad6055e4-24ae-4b04-95d7-a146411f0328,electronics,3106.18
45,2012,2025-07-28 22:00:57,Mobile,video_pre_roll,video,277137,10545,1,US,100,59f6b766-a088-42af-9573-7bfbdca949bd,home_goods,733.45
24,6894,2025-07-17 03:23:21,Desktop,homepage,banner,136122,8032,3,US,101,13c83eb1-2d7b-4a0a-a5af-a5d016266c2f,electronics,4534.78
56,3069,2025-07-16 18:11:39,Tablet,sidebar,video,353354,7853,1,US,102,d34eeea4-6bbd-4f44-b1dd-7b5a8bba7a72,electronics,1118.77
23,4374,2025-07-25 15:07:40,Desktop,video_pre_roll,video,128115,11618,2,US,103,9c69ef2f-9ba2-477d-890f-fe42a16fdbec,clothing,943.01
45,1142,2025-08-18 14:53:28,Mobile,homepage,video,273582,12071,1,US,104,8e7f39cc-f9ec-431f-ad21-5e5d8e41ceee,subscription,1090.6
64,8573,2025-08-10 07:06:48,Tablet,sidebar,banner,404525,8284,1,US,105,cd93bb68-3fe5-4ac8-8af9-2c32f23f2d98,books,283.92
20,3759,2025-08-09 10:00:51,Tablet,sidebar,banner,110175,10482,1,US,106,b2451b0d-0b25-491c-9555-bce47aba863f,clothing,950.9
15,1082,2025-07-01 21:28:19,Tablet,sidebar,video,82400,11436,1,US,107,2ce2c377-7ae1-4030-baa8-83a3b417a334,books,138.58
33,3902,2025-08-31 02:58:45,Desktop,video_pre_roll,carousel,193282,3124,1,US,108,0d7138df-e831-4ef4-b4eb-91b27d8ca93b,clothing,913.72
83,2061,2025-09-09 09:19:49,Tablet,sidebar,banner,539086,727,1,US,109,2c73bb09-386c-4b40-996f-4511a398059f,subscription,1566.05
27,5443,2025-07-16 07:05:26,Desktop,homepage,video,153836,1137,2,US,110,f58cb378-97ad-4db7-90ce-5cb98fe159ca,electronics,1148.06
34,459,2025-07-26 21:16:32,Mobile,video_pre_roll,banner,200838,4676,2,US,111,cd9251af-6b5d-42c5-b861-237b3769038f,clothing,263.64
5,7206,2025-08-25 19:22:50,Tablet,sidebar,video,29367,6765,1,US,112,9723ec57-0932-48f0-8964-150bb30f0e5b,home_goods,488.97
93,4526,2025-07-07 04:11:52,Tablet,video_pre_roll,video,599437,7134,3,US,113,dca5b487-2f61-41a8-88c2-c3b7edd6b1df,clothing,359.4
85,9256,2025-07-08 10:04:18,Tablet,sidebar,video,556065,8664,1,US,114,24e70500-57a4-4a4d-8350-d762919b0811,electronics,4609.14
66,8431,2025-07-13 18:12:00,Desktop,sidebar,carousel,414495,4770,1,US,115,f48b872c-cfc3-49dd-983b-b9b706c3f493,clothing,386.44
52,466,2025-07-21 02:09:27,Tablet,homepage,banner,325892,10115,1,US,116,3f000a3a-05cd-43b3-a15e-2fdaa50703be,clothing,1275.37
94,9015,2025-08-03 16:28:47,Mobile,homepage,carousel,604639,5060,3,US,117,17ebe5c2-3ba4-44f3-9ed1-089061b8f967,electronics,2823.39
62,9336,2025-08-04 00:11:51,Mobile,video_pre_roll,video,391848,10372,2,US,118,11a3927f-08ed-4e1b-9066-a77bb9158f29,books,172.38
100,5167,2025-08-25 00:39:10,Mobile,homepage,video,650826,10132,2,US,119,4b232bee-72c9-4bb8-af0e-4ba80270cf99,subscription,500.23
87,3349,2025-08-01 02:13:48,Mobile,video_pre_roll,banner,568462,7220,1,US,120,d59df08e-b580-4b90-ba3a-0a9f36cb94fb,clothing,1132.29
96,8316,2025-08-24 17:27:50,Desktop,homepage,carousel,620078,961,1,US,121,665eb05f-9fc3-47e3-a3e6-801d7d51a5aa,books,162.24
71,3836,2025-09-20 14:10:54,Tablet,sidebar,carousel,441760,4144,1,US,122,55ebd008-d269-46c6-b3e2-9684efe69a6a,electronics,2795.23
56,427,2025-09-16 16:25:11,Mobile,homepage,video,353262,8255,3,US,123,f4442e3b-56a0-42b1-aa40-f5a62406e0fa,home_goods,486.71
97,9943,2025-07-15 12:28:21,Mobile,homepage,video,631237,6521,1,US,124,27d68c17-c55a-46e5-8c04-5cf7408757bd,electronics,3820.48
38,594,2025-09-02 23:49:48,Tablet,video_pre_roll,carousel,229733,2203,1,US,125,b54582bf-66ad-4780-bb87-f62aca8e2c6d,electronics,1908.55
55,8405,2025-07-19 10:27:33,Mobile,video_pre_roll,carousel,341420,6141,1,US,126,1dfb0f4e-8e57-4294-abb8-b34d8d9e3769,clothing,1124.4
33,1424,2025-08-28 17:29:09,Mobile,video_pre_roll,carousel,187682,5364,1,US,127,5b722012-748c-4669-adeb-8ff5938db3c7,subscription,1297.9
13,6260,2025-09-06 16:24:36,Tablet,sidebar,video,72533,6492,1,US,128,bf3dd728-c4e9-4b1c-9e22-168298a92d74,subscription,1214.53
81,7026,2025-09-02 00:21:53,Mobile,homepage,banner,519144,3275,2,US,129,e8cba060-c0c2-47aa-8538-e2ac9db18b68,electronics,2781.71
88,1817,2025-08-13 00:52:31,Tablet,video_pre_roll,banner,569788,4083,1,US,130,3ddfa946-9397-4e6b-8210-6a354c790baf,electronics,2039.24
96,1607,2025-07-25 15:30:45,Tablet,homepage,carousel,619849,701,1,US,131,4b1f5232-9ccd-44c6-9e29-b80c044515e4,subscription,1470.28
85,1014,2025-08-08 10:50:46,Tablet,video_pre_roll,video,550767,1896,2,US,132,104f950c-778c-449d-ba3a-291d1bfb0148,home_goods,499.11
15,3465,2025-08-17 10:38:19,Desktop,homepage,video,81038,1115,1,US,133,f63b40c7-4daf-4e81-b24c-18d690b6b142,subscription,1142.43
92,8327,2025-08-05 18:11:38,Mobile,video_pre_roll,banner,598864,7411,1,US,134,b71c5d85-3edc-49bf-b5be-17f1519fc6a3,electronics,3448.69
79,2656,2025-07-16 09:46:14,Desktop,sidebar,video,499243,4410,1,US,135,cf25a031-f655-4a77-9e72-e0ab21ccd60a,clothing,394.33
93,5081,2025-08-27 20:16:33,Tablet,video_pre_roll,video,600297,8428,3,US,136,162be6f9-4e30-4763-94c2-55ca33083194,subscription,1155.95
23,5090,2025-08-13 15:57:24,Tablet,video_pre_roll,video,128567,10534,1,US,137,4b49493a-6b53-48f4-9a48-89fdb2005472,electronics,2409.91
51,6156,2025-07-23 01:28:55,Mobile,homepage,banner,317948,6809,1,US,138,110fcfbb-7a50-4002-a20e-774d7da1cac1,clothing,1346.35
96,7954,2025-08-17 10:52:07,Mobile,video_pre_roll,carousel,619123,991,2,US,139,757a7cb4-a480-48ef-98d6-253e3e494235,clothing,1152.57
41,8278,2025-07-13 21:43:22,Desktop,video_pre_roll,carousel,244191,6680,3,US,140,7450c7ad-4795-42e7-9ae0-bf69e415c7ec,clothing,1265.23
75,5319,2025-09-14 08:01:20,Desktop,sidebar,banner,465953,3995,1,US,141,66853b63-7ad3-4db5-9859-de332c0dd90a,subscription,789.78
85,4042,2025-07-11 23:27:51,Desktop,homepage,video,549952,7412,1,US,142,f46c9eba-e696-4622-91d6-9d8b1c45e171,subscription,1676.46
88,4118,2025-08-15 21:30:19,Desktop,sidebar,banner,577101,3978,1,US,143,3abb85cc-6af8-4095-960c-a64aacaed52f,books,306.45
94,3958,2025-08-09 00:26:40,Desktop,video_pre_roll,carousel,602377,3066,1,US,144,8a3e5e0c-c24c-4a17-be1c-c7d9689b66b1,clothing,961.04
37,8119,2025-08-05 18:01:40,Tablet,homepage,carousel,219004,4446,2,US,145,e595335c-8fc1-4338-b203-a76238444b83,clothing,564.45
18,7895,2025-08-18 09:48:53,Mobile,video_pre_roll,banner,98002,6007,2,US,146,bb565b73-8fcc-4ebd-ad79-69d143e78d3a,electronics,1987.42
63,6587,2025-07-12 20:03:32,Tablet,sidebar,carousel,399313,3152,1,US,147,04566645-2267-4bd5-a657-4e5c4b8dd099,clothing,292.93
48,344,2025-07-19 15:43:41,Mobile,sidebar,banner,290529,4759,1,US,148,412c5feb-83c2-48b2-a8ae-e88d2387e628,electronics,1436.48
96,5001,2025-07-14 02:24:22,Mobile,video_pre_roll,carousel,620787,3996,3,US,149,11648638-ddfa-49e8-af00-bd8877af0978,electronics,1251.71
60,3727,2025-08-26 04:30:13,Mobile,homepage,banner,382124,6258,1,US,150,3f2c9db7-6316-4c55-9b50-9d2410f65cb4,electronics,2586.8
65,2437,2025-09-08 19:58:35,Desktop,sidebar,video,413417,6090,1,US,151,be4858b8-156a-414c-8df4-b1d8304ba315,subscription,1351.98
85,7835,2025-08-07 20:22:53,Desktop,sidebar,video,550283,5147,2,US,152,3f72e26b-01fe-42b9-84f4-72a523f7a983,subscription,1526.62
53,7738,2025-08-10 15:40:24,Tablet,homepage,carousel,334010,2730,1,US,153,e1dffc17-656a-4596-829b-fccb063d7731,home_goods,534.03
46,4266,2025-08-07 04:00:14,Mobile,homepage,banner,278942,3423,1,US,154,d1e8bbb4-9acd-4412-a0f2-3f8f4615fa30,clothing,706.41
89,7288,2025-08-10 04:38:50,Mobile,sidebar,video,580845,7114,1,US,155,48107882-308e-4915-9cdf-f811a175521c,clothing,789.78
15,8749,2025-08-11 06:52:51,Desktop,sidebar,video,85608,12137,1,US,156,ab0c163f-99c8-465b-bde4-b441ed8597e7,electronics,2411.04
27,5805,2025-08-22 18:45:40,Tablet,homepage,video,154490,6794,2,US,157,70ca5a91-4041-4888-af2e-108d9b4dc873,subscription,777.39
72,4936,2025-09-21 00:42:37,Desktop,video_pre_roll,carousel,445833,2494,1,US,158,46691ca2-7b2b-4f56-a87d-1f50aaa1a5cf,electronics,4684.62
90,5380,2025-08-15 23:24:05,Tablet,sidebar,video,586169,3836,1,US,159,32539eda-5b4e-46e2-bef7-c09153b51ec7,clothing,1042.15
17,8438,2025-07-30 22:05:10,Tablet,sidebar,banner,95414,9455,1,US,160,b40256b7-0134-44da-bae2-d72e69cf0bd0,electronics,4449.15
98,7108,2025-08-02 12:46:10,Desktop,sidebar,video,633775,1259,1,US,161,3bf8e3e6-8c92-4d23-b639-acca8a29885b,home_goods,333.49
56,4180,2025-09-07 21:27:32,Desktop,video_pre_roll,video,349090,7861,1,US,162,afd0bec2-6a01-4744-ae30-c3a9e3e9d2c1,subscription,442.77
73,6521,2025-07-31 16:24:14,Mobile,sidebar,banner,454643,3326,1,US,163,20faf5cb-d5d7-49f0-a5ba-e79521e6a6d4,subscription,920.48
89,6504,2025-07-18 00:58:54,Tablet,homepage,video,580238,8684,1,US,164,a205818f-6d35-44ab-aca2-fd331a9d1c77,electronics,2456.1
76,6784,2025-09-04 02:12:33,Desktop,homepage,banner,483222,6393,1,US,165,e1a66876-ddeb-4488-903c-d000ceeea298,subscription,1208.9
85,9310,2025-08-19 17:36:35,Mobile,sidebar,video,549747,494,1,US,166,bd7dd2fb-668d-48c9-81f4-17bfd071e31b,subscription,501.36
45,6562,2025-08-13 14:56:01,Desktop,homepage,video,273142,6164,1,US,167,e0a8f8c7-a0f3-4127-a7ac-2cc81491f580,electronics,4187.77
97,9404,2025-08-03 19:23:33,Desktop,homepage,video,626708,8413,2,US,168,7ba58f26-e33e-457b-9712-1c7e8c1d6742,clothing,388.7
95,2226,2025-07-17 19:04:45,Desktop,homepage,video,618329,5039,1,US,169,eabc351b-0039-4e85-a192-dd2d4a07527a,electronics,4800.67
96,1259,2025-08-22 20:44:40,Mobile,homepage,carousel,625111,5680,2,US,170,0ee10adf-26c5-4062-bd4c-1bdbc2562565,subscription,1380.15
29,9643,2025-07-28 13:08:39,Desktop,sidebar,carousel,162510,7029,1,US,171,26b629ea-8da4-4eae-ae9d-344638eee10f,electronics,1379.02
90,493,2025-09-23 19:57:14,Tablet,video_pre_roll,video,582331,3671,2,US,172,683bebc9-3c0a-49b2-a4da-4485a329f397,electronics,2669.04
37,7930,2025-07-26 21:43:42,Mobile,sidebar,carousel,218139,4274,2,US,173,4d9fed81-c8f4-4bde-959a-1a451ebcd053,electronics,1046.66
56,7620,2025-09-18 10:19:39,Desktop,video_pre_roll,video,353661,2897,2,US,174,aedaf54b-68b2-4b75-8a14-5981c8a112c9,clothing,1030.89
77,1813,2025-07-28 22:34:21,Tablet,sidebar,banner,487471,3328,1,US,175,a03d5b94-a228-488b-a446-c5a895e5e1e9,electronics,4417.61
